Date,Sales
2024-06-15,81.4997956803641
2024-06-16,78.75018624427571
2024-06-17,94.30670452199574
2024-06-18,89.19654404116757
2024-06-19,65.44061894241241
2024-06-20,80.05316998108731
2024-06-21,75.04149624790989
2024-06-22,77.40581766252373
2024-06-23,97.13927083046636
2024-06-24,77.22803834159001
2024-06-25,106.65160907410218
2024-06-26,89.38316460039869
2024-06-27,81.3900844152501
2024-06-28,94.63456046842558
2024-06-29,101.07430942467057
2024-06-30,78.66336923288301
2024-07-01,76.35296499804461
2024-07-02,98.0924278438817
2024-07-03,98.83014945594441
2024-07-04,93.51455432261493
2024-07-05,111.09507135814889
2024-07-06,93.52308660349388
2024-07-07,94.75285905710216
2024-07-08,120.74238238254456
2024-07-09,112.45417625934832
2024-07-10,113.8559924689249
2024-07-11,127.92142241374407
2024-07-12,117.6303946247949
2024-07-13,105.9695528848687
2024-07-14,98.93250784425743
2024-07-15,105.51995738871909
2024-07-16,126.73967349211648
2024-07-17,144.6063558014104
2024-07-18,109.14135471229712
2024-07-19,96.37226915242454
2024-07-20,116.33242664948722
2024-07-21,109.060255479116
2024-07-22,109.59856072057033
2024-07-23,80.99371785850852
2024-07-24,101.29479912244538
2024-07-25,92.55264902265309
2024-07-26,95.81892649834096
2024-07-27,96.14513172293474
2024-07-28,97.58163590031957
2024-07-29,83.1767323295654
2024-07-30,91.97572661497715
2024-07-31,101.02008316086203
2024-08-01,105.34664403006667
2024-08-02,84.98693488208522
2024-08-03,99.96657106606408
2024-08-04,56.304775057223395
2024-08-05,76.01401432763635
2024-08-06,83.09976647346198
2024-08-07,91.56041602336317
2024-08-08,78.38728487211993
2024-08-09,94.56479576610371
2024-08-10,83.07076576073563
2024-08-11,109.87682412152913
2024-08-12,78.94894679594391
2024-08-13,93.24809738721963
2024-08-14,78.73096255498285
2024-08-15,96.35076798852887
2024-08-16,99.05815958078618
2024-08-17,101.80213320266246
2024-08-18,116.53099556189946
2024-08-19,93.19333804496557
2024-08-20,116.7390051959295
2024-08-21,117.12003958729348
2024-08-22,100.29158528251047
2024-08-23,111.21273286999585
2024-08-24,113.84729014916905
2024-08-25,134.1644639496906
2024-08-26,119.13944023920897
2024-08-27,116.75385159105615
2024-08-28,119.99612320534166
2024-08-29,118.86169096480754
2024-08-30,119.35308741752324
2024-08-31,122.4798940666067
2024-09-01,99.25856086577717
2024-09-02,102.71209632123593
2024-09-03,100.86963403799663
2024-09-04,101.76588387643234
2024-09-05,124.44047805861422
2024-09-06,111.93722454304472
2024-09-07,94.30328173334178
2024-09-08,90.58827006840734
2024-09-09,87.84333723069744
2024-09-10,82.12019458298842
2024-09-11,84.47014298605608
2024-09-12,90.94310634973941
2024-09-13,92.5866911241688
2024-09-14,66.44528944925605
2024-09-15,94.55924285807592
2024-09-16,72.96408228899955
2024-09-17,77.6898587238725
2024-09-18,83.76057706224235
2024-09-19,79.19374389678985
2024-09-20,53.00003770935234
2024-09-21,86.1831077006654
2024-09-22,80.73950504363785
2024-09-23,66.65874785526881
2024-09-24,83.92351866321134
2024-09-25,77.50999064693997
2024-09-26,77.38827650751706
2024-09-27,91.52299150976835
2024-09-28,99.87392008980531
2024-09-29,76.39677346977759
2024-09-30,98.04402400727075
2024-10-01,96.76580056116893
2024-10-02,94.51082800632472
2024-10-03,108.22739319766721
2024-10-04,102.86431918609806
2024-10-05,112.37192933307482
2024-10-06,96.70298316107854
2024-10-07,105.81356630962136
2024-10-08,105.66391783105293
2024-10-09,100.2191792408693
2024-10-10,104.45005121128013
2024-10-11,129.33334553668757
2024-10-12,108.85242197268512
2024-10-13,137.9975017190334
2024-10-14,121.76585164095701
2024-10-15,127.16183575824543
2024-10-16,113.1968330321629
2024-10-17,116.8890229989673
2024-10-18,101.26304328845401
2024-10-19,107.34952547948045
2024-10-20,99.18451803641679
2024-10-21,109.80880719773232
2024-10-22,101.26714861039314
2024-10-23,98.60742418519021
2024-10-24,92.87974005687018
2024-10-25,106.13548264245567
2024-10-26,94.42635058052824
2024-10-27,87.80338078861777
2024-10-28,76.31598698665084
2024-10-29,108.01102879956724
2024-10-30,66.9319289761349
2024-10-31,86.11785535453905
2024-11-01,69.60298298557143
2024-11-02,71.41585031416423
2024-11-03,69.57882154806451
2024-11-04,85.10766534200329
2024-11-05,76.01125773446184
2024-11-06,77.2914149333631
2024-11-07,78.94285910081337
2024-11-08,80.95331778146918
2024-11-09,91.30375510141491
2024-11-10,76.96873038203049
2024-11-11,83.91687741297858
2024-11-12,105.11149535536273
2024-11-13,95.51124014312276
2024-11-14,81.07090335746396
2024-11-15,99.74226390122774
2024-11-16,114.47499642864005
2024-11-17,90.21761941667303
2024-11-18,96.91846501744911
2024-11-19,115.52665242079149
2024-11-20,104.99304638989261
2024-11-21,98.27118291239722
2024-11-22,101.31814452870492
2024-11-23,125.09536884731557
2024-11-24,108.56937501572449
2024-11-25,125.71239446099565
2024-11-26,125.50289401758764
2024-11-27,111.92598158730996
2024-11-28,109.97368668924476
2024-11-29,121.64511061439683
2024-11-30,117.94644335633271
2024-12-01,105.89084699885468
2024-12-02,116.49820775755116
2024-12-03,133.79476134647467
2024-12-04,118.81259872760526
2024-12-05,112.58906155420922
2024-12-06,106.16603869724203
2024-12-07,124.58917710742307
2024-12-08,101.90702187943148
2024-12-09,87.17010171841869
2024-12-10,110.42997703759066
2024-12-11,97.73826861960367
2024-12-12,71.14568514066957
2024-12-13,99.70106787769109
2024-12-14,82.45047059504375
2024-12-15,86.43629194487187
2024-12-16,78.69647672547596
2024-12-17,89.26380104515901
2024-12-18,72.1652548582206
2024-12-19,67.42153350540602
2024-12-20,80.04664783760063
2024-12-21,97.0476602675896
2024-12-22,82.42455172236185
2024-12-23,69.17022200242354
2024-12-24,82.27062354135202
2024-12-25,64.70502604571443
2024-12-26,76.44640702984162
2024-12-27,77.46196088823237
2024-12-28,91.7137169152524
2024-12-29,101.15925462935243
2024-12-30,95.75250292592142
